,title,rating,metascore,publisher,review
377,Dumb and Dumberer: When Harry Met Lloyd,3.4,10,Washington Post," To call it sophomoric would libel even the most pathetic, pimply underclassman. "
378,Dumb and Dumberer: When Harry Met Lloyd,3.4,0,Austin Chronicle," Even with its scant running time, this nightmarish travesty barrels along with all the whipcord speed and nimble comedic grace of a loved one’s funeral. "
379,Vampires Suck,3.4,42,Tampa Bay Times," After a lucrative career of bashing well-made scary, epic, disaster and date movies, Friedberg and Seltzer have a source begging to be mocked. "
380,Vampires Suck,3.4,40,The New York Times," This pointless parody dumps us in the fictional town of Sporks, Wash., a location lousy with vampires and werewolves. "
381,Vampires Suck,3.4,30,Boxoffice Magazine," As if a string of bad jokes wasn't enough, Vampires Suck is full of distractingly forced pop culture references and shameless product placements (the actors practically mug for the camera while holding various products). "
382,Vampires Suck,3.4,30,The Hollywood Reporter," The main performers do a reasonably good job of parodying the ""Twilight"" leads, with Proske particularly effective in subtly lampooning Kristen Stewart's moody mannerisms. "
383,Vampires Suck,3.4,30,Arizona Republic," Two very important things to note about Vampires Suck: The film is a spoof of the ""Twilight"" movies, and the title is a good indication of where the level of wit lies. "
384,Vampires Suck,3.4,25,Orlando Sentinel," If Kristen Stewart ever saw Vampires Suck, she'd be scarred for life. "
385,Vampires Suck,3.4,25,San Francisco Chronicle, That Vampires Suck is a step above god-awful is something of a miracle. 
386,Vampires Suck,3.4,25,The A.V. Club," The boys similarly deserve very minor props for choosing a satirical target that lends itself to satire: the glum, self-important Twilight novels and movies. Sadly, that's where the filmmakers' mild accomplishments end and the groaningly predictable hackwork begins. "
387,Vampires Suck,3.4,20,Variety," The lame mediocrity of Vampires Suck undeniably reps an advance for writer-directors Jason Friedberg and Aaron Seltzer. By just about any other standard, however, this instantly forgettable trifle is fairly close to worthless. "
388,Vampires Suck,3.4,12,Washington Post," Vampires suck? That's a matter of opinion. But here's what inarguably, unequivocally does suck: Vampires Suck. "
389,Spice World,3.5,100,San Francisco Chronicle," A joyous, hilarious send-up of rock star pretensions and an enchanting celebration of ""girl power"" in pop culture. "
390,Spice World,3.5,75,San Francisco Examiner," Without much of a plot to speak of and relying almost entirely on the girls' star power and charisma - which they have in spades - turns out to be a truly entertaining movie for anyone with even a bare knowledge of the Spice Girls' history, which in this age of absolute over-saturation, is hard to avoid. "
391,Spice World,3.5,70,The New York Times," Disarmingly, the film thus acknowledges the Spice Girls' flash-in-the-pan status and lets them kid around about their frankly synthetic career. "
392,Spice World,3.5,50,ReelViews," Although the film is clearly trying to follow in the footsteps of the Beatles' classic, it's several long strides behind, lacking the same sense of originality, spontaneity, high energy, and joi de vivre. "
393,Spice World,3.5,50,Entertainment Weekly," Shabbily filmed, thoroughly harmless Official Product. "
394,Spice World,3.5,50,Salon," There are several non sequitur subplots woven together -- and that, along with a dearth of acting talent, is Spice World's biggest flaw. "
395,Spice World,3.5,30,Austin Chronicle," Bad as it may be, though, the film falls that one precious inch shy of being quite so awful that it achieves cult status; in short, it's just not bad enough to be any good. "
396,Spice World,3.5,20,Chicago Reader," A promotional tool that establishes its superfluousness simply by existing, this clumsy, smirking movie has a bitter soul. "
397,Spice World,3.5,12,Chicago Sun-Times, They're so detached they can't even successfully lip-synch their own songs. 
398,Spice World,3.5,10,Dallas Observer, Rarely has one movie seemed so predestined to reduce any and all attempted criticism to so many column inches of impotent gibberish. 
399,The Adventures of Sharkboy and Lavagirl 3-D,3.5,70,L.A. Weekly, Slight but immensely enjoyable charmer. 
400,The Adventures of Sharkboy and Lavagirl 3-D,3.5,60,Dallas Observer, Robert Rodriguez and his kids conjure up a charming 3-D fantasy. 
401,The Adventures of Sharkboy and Lavagirl 3-D,3.5,50,The Hollywood Reporter, An often imaginative though less than magical family feature. 
402,The Adventures of Sharkboy and Lavagirl 3-D,3.5,50,Variety," There's little chance of grabbing teens (or even many tweens) during summertime playdates. Still, small fry will be enchanted by this rambunctious action-adventure. "
403,The Adventures of Sharkboy and Lavagirl 3-D,3.5,42,Entertainment Weekly," Like choral singing and travel photography, this adventure is more fun for participants than it is for spectators. "
404,The Adventures of Sharkboy and Lavagirl 3-D,3.5,38,Chicago Tribune, There's really just not a lot here. I'm sure Racer's story will entertain the very wee ones -- but so do keys. 
405,The Adventures of Sharkboy and Lavagirl 3-D,3.5,38,Charlotte Observer, The story's so sloppy that it contradicts itself constantly. 
406,The Adventures of Sharkboy and Lavagirl 3-D,3.5,30,Time," Pretty lame. Sharkboy has an especially frantic, amateur atmosphere, with a mostly maladroit cast. "
407,The Adventures of Sharkboy and Lavagirl 3-D,3.5,30,Village Voice," Based on characters created by Rodriguez's then-seven-year-old son, Racer Max, the film doesn't belong in wide release. It belongs on a refrigerator door, alongside ""100%"" spelling tests, old lunch menus, and notices from the PTA. "
408,The Adventures of Sharkboy and Lavagirl 3-D,3.5,30,The A.V. Club," Sadly, the film's creaky, sometimes painful dialogue makes it all too easy to believe that it was genuinely co-written by a small child. "
409,Scary Movie 5,3.5,30,The Hollywood Reporter, This latest installment of the horror movie spoof franchise is mainly notable for its Charlie Sheen/Lindsay Lohan cameos. 
410,Scary Movie 5,3.5,30,The New York Times," Marlon Wayans’s satire “A Haunted House” got to “Paranormal” first, and for a much smaller budget delivered bigger laughs. "
411,Scary Movie 5,3.5,25,McClatchy-Tribune News Service, Scary Movie 5 comes up short in every way imaginable. 
412,Scary Movie 5,3.5,25,The A.V. Club," Scary Movie 5 aspires to timeliness, but its comic sensibility is so groaningly retro that the film features a series of tributes to The Benny Hill Show and its signature ditty, “Yakety Sax.” "
413,Scary Movie 5,3.5,25,Entertainment Weekly," Somehow, it actually looks cheaper than ""Paranormal Activity."" It's less funny, too. "
414,Scary Movie 5,3.5,25,New York Post, This is a horror movie that’s really a supposed comedy; she’s (Lohan) a supposed comedy actress who’s actually scary. 
415,Scary Movie 5,3.5,20,New York Daily News," Luckily, folks like Snoop and good sports like Sheen and, yes, Lohan, break up the monotony. Until, like an undead beastie, the boredom and dumb jokes come roaring back. "
416,Scary Movie 5,3.5,20,Empire," Lacking a single honest laugh, this is shoddy by comparison with the other Scary Movie sequels… which throws it in a pit with Transylmania, Breaking Wind and Stan Helsing. "
417,Scary Movie 5,3.5,10,Variety," Audiences not inclined to laugh at the sight of a baby’s head catching fire are encouraged to at least chuckle at the various gags made at the expense of Jody and Dan’s housekeeper (a game Lidia Porto), who satisfies many of the picture’s comedic-target prerequisites by being plus-sized, hysterically religious and Latina. "
418,Scary Movie 5,3.5,5,Film.com," Scary Movie 5 is so massively un-enjoyable, a hate crime against cinema, a ringing indictment of the depths commercialism will go to in search of the lowest common denominator. "
419,Delta Farce,3.5,50,Variety," If three of ""The Magnificent Seven"" had been Gomer Pyle, the result might have looked like Delta Farce, a movie rife with fat, fart and Fallujah jokes, but with a subcutaneous wit that has a lot to do with Iraq war fatigue. "
420,Delta Farce,3.5,40,L.A. Weekly," You could make a case that any movie in which Mexicans and rednecks become best of friends is a net positive for society. But to do that, you'd have to ignore the severe boredom that sets in about halfway through this comedy. "
421,Delta Farce,3.5,38,New York Daily News, Dreadfully unfunny. 
422,Delta Farce,3.5,30,The New York Times," Perhaps the people most insulted are white Southerners, who presumably are expected to embrace one whopping brain-dead metaphor. "
423,Delta Farce,3.5,30,The Hollywood Reporter, The hilariously dirty insult comic Lisa Lampanelli shows up all too briefly as Engvall's shrewish wife. 
424,Delta Farce,3.5,25,The Globe and Mail (Toronto)," Delta Farce is so relentlessly racist (and homophobic), without ever having the intelligence to pass that bigotry off as satire, that viewers will be left thinking ""Borat"" has a soft touch. "
425,Delta Farce,3.5,25,New York Post, Larry the Cable Guy channels both Moe and Curly in the Three Stooges-go-to-war comedy Delta Farce. 
426,Delta Farce,3.5,25,TV Guide Magazine, Overall the movie is too stupid to offend any but the most sensitive viewer. 
427,Delta Farce,3.5,25,Boston Globe," Consider this the sequel to ""Ernest in the Army "" that the late Jim Varney never got around to making. It's not very good but at least it's not evil. "
428,Delta Farce,3.5,25,San Francisco Chronicle, A mindless comedy where the blatant racial stereotypes are outnumbered only by the flatulence jokes. The best thing that can be said about this movie is it falls just short of being an international incident. 
429,Dance Flick,3.5,70,The Hollywood Reporter, The Wayans brothers manage to squeeze it all in to consistently amusing effect and in a way that just barely manages to stay within those PG-13 parameters. 
430,Dance Flick,3.5,63,Philadelphia Inquirer," The more pertinent question: Can the audience stick with this flick that showed most of its funny bits in the trailer? For the most part, yeah. "
431,Dance Flick,3.5,50,ReelViews," The best bits in this film fall short of being inspired, but they are outrageous. "
432,Dance Flick,3.5,50,Los Angeles Times, The miss-and-hit parodies score best when focusing on the Julia Stiles-styled girl next door. 
433,Dance Flick,3.5,50,USA Today, Dance Flick occasionally hits its mark with nimble execution. But too often it stumbles clumsily into bad taste. 
434,Dance Flick,3.5,50,The Globe and Mail (Toronto)," An entertaining, moderately irreverent comedy that launches the silly movie season on a sure foot. "
435,Dance Flick,3.5,42,The A.V. Club, It would be hard to imagine a film with less going for it than Dance Flick. 
436,Dance Flick,3.5,40,Variety," This slapstick and scatological spoof settles for obvious punchlines, delivering just enough laughs to justify its existence without coming anywhere near the bar set by ""Scary Movie."" "
437,Dance Flick,3.5,30,New York Daily News," There's an art to making a good spoof, but good luck finding it in Dance Flick, not only because the movie goes for easy toilet humor, but because it often relies on it to stay afloat. "
438,Dance Flick,3.5,25,Boston Globe," If you thought the world couldn't get enough of bad spoof movies, you thought wrong. "
439,Spy Kids 4: All the Time in the World,3.5,67,Austin Chronicle," Far more coherent than its immediate predecessor, Spy Kids: All the Time in the World in 4D benefits greatly from its two likable young leads and some of the series' wittiest, pun-filled writing. "
440,Spy Kids 4: All the Time in the World,3.5,60,Boxoffice Magazine," Far more charming, quick-witted and high spirited than anyone could have expected...for a film that didn't screen for press. It's gimmicky up the wazoo (not just 3D, but scratch-and-sniff ""Aroma-Scope"" cards handed out at screenings) and it's all the better for it. "
441,Spy Kids 4: All the Time in the World,3.5,50,Movieline," The film is being released in both 2- and 3-D, and from what I could tell the 3-D version is still almost 50-50. What use is made of the technology is hardly worth the effort, unless you've always wanted to experience a cascade of cheesies in 3-D. "
442,Spy Kids 4: All the Time in the World,3.5,50,Chicago Reader," The visual effects are as gleefully shoddy as ever, and the playful ideas sometimes achieve a dreamlike suggestiveness. "
443,Spy Kids 4: All the Time in the World,3.5,38,Orlando Sentinel, Nobody has much that's funny to say or cool to do. Even the spy gadgets are lame. 
444,Spy Kids 4: All the Time in the World,3.5,38,Boston Globe," Alba, meanwhile, is again ridiculously shoehorned into a comedy gig, although she does have an amusing opening bit spying while nine months pregnant. If only diaper bomb gags weren't the inevitable follow-up. "
445,Spy Kids 4: All the Time in the World,3.5,33,The A.V. Club," The Spy Kids series once seemed charmingly homemade. These days, it feels less charmingly homemade than maddeningly amateurish. "
446,Spy Kids 4: All the Time in the World,3.5,30,The Hollywood Reporter," Arriving eight years after the lame third installment in Dimension's profitable series, this seems like far too little way too late. "
447,Spy Kids 4: All the Time in the World,3.5,30,Variety," A cheap-looking, vaguely depressing echo of Robert Rodriguez's well-loved kidpic trilogy, assembled with minimal imagination or effort. "
448,Spy Kids 4: All the Time in the World,3.5,30,The New York Times," The fall-off in sexiness, soulfulness and wittiness from Ms. Gugino and Antonio Banderas, the parents in the first three ""Spy Kids"" films, to Ms. Alba and Joel McHale is whiplash steep. "
449,Fifty Shades of Black,3.5,60,Los Angeles Times," ""Black” foregoes too much scene-setting, chronology and logic to stand completely on its own. As a piece of cultural criticism, however, it painstakingly eviscerates nearly every scene in “Grey” and skewers latent sexism, classism and ludicrous sexual innuendoes, as well as the original’s numerous plot holes. "
450,Fifty Shades of Black,3.5,58,Entertainment Weekly, The film manages to be surprisingly subversive with its humor. 
451,Fifty Shades of Black,3.5,42,The A.V. Club, When Wayans allows himself to deviate from his formula there are a few effective moments of un-self-conscious slapstick. 
452,Fifty Shades of Black,3.5,40,The New York Times," As with other staples of the screen-parody genre, the comic bull’s-eyes arrive only intermittently. "
453,Fifty Shades of Black,3.5,38,Slant Magazine," An aimless, if sporadically clever, parody that tirelessly conceives of human sexuality as punchlines for its shortsighted cultural ribbings. "
454,Fifty Shades of Black,3.5,38,RogerEbert.com," Mostly, Fifty Shades of Black is exactly what you expect it will be. It hits all the notes of its source material, only it amps them up, and it seems to get the inherent absurdity of this premise even more than Sam Taylor-Johnson’s movie did. "
455,Fifty Shades of Black,3.5,33,Consequence of Sound," Marlon Wayans is clearly getting off on the gags, but the lazy, hard humor, and elastic joke-making eventually has a numbing effect. "
456,Fifty Shades of Black,3.5,30,Variety," At a minimum, a parody should be funnier than the film it’s sending up, but Fifty Shades of Black, a quick-and-dirty riff on last year’s S&M romance “Fifty Shades of Grey,” falls a laugh or two short of even that low standard. "
457,Fifty Shades of Black,3.5,20,The Hollywood Reporter," The funniest bit involves a particularly sadistic brand of torture that he inflicts on Hannah.... She quite rightly screams in protest, as should anyone forced to watch this movie. "
458,Fifty Shades of Black,3.5,0,TheWrap, A slapdash movie that’s more unbearable than the heavy-breathing best-seller and its emotionally timid screen adaptation. 
459,Jaws 3-D,3.6,50,The New York Times," It's harmless but unsurprising...Without Steven Spielberg's timing or John Williams's music, the shark's periodic visits become feeding scenes rather than ferocious attacks. It's like watching someone make regular raids on a refrigerator in search of midnight snacks. "
460,Jaws 3-D,3.6,50,Miami Herald," Yes, it's all pretty silly. But for those who can stand the annoyance of the cardboard glasses, there are worse ways to kill a hot afternoon. [23 July 1983, p.D6] "
461,Jaws 3-D,3.6,40,TV Guide Magazine," Although shot well and boasting some effective 3-D work, this is a woefully inadequate effort, and the series began to slip into inadvertent self-parody. "
462,Jaws 3-D,3.6,30,Variety, The Jaws cycle has reached its nadir with this surprisingly tepid [Arrivision] 3-D version. 
463,Jaws 3-D,3.6,30,Washington Post," Jaws 3-D makes a conclusive case for terminating further sequels to ""Jaws,"" as if one were needed. It also reinforces the impression that 3-D is unlikely to make a sustained comeback until its optical inconveniences and dependence on hokey scare effects can be overcome. [23 July 1983, p.C1] "
464,Jaws 3-D,3.6,30,Newsweek," One can safely doze through the extremely bland first hour, which feels more like an advertisement for marine theme parks than a suspense movie. [1 Aug 1983, p.47] "
465,Jaws 3-D,3.6,20,Empire," A toothless, tedious farce which deserves to sink without a trace. "
466,Jaws 3-D,3.6,20,Time Out London, A right royal turkey. 
467,Jaws 3-D,3.6,20,Washington Post," Jaws 3-D, in which the Amity horror swims south to Florida, looks a lot like a Poligrip commercial, what with its extreme close-ups of the Great White's artificial chompers. [29 July 1983, p.17] "
468,The Flintstones in Viva Rock Vegas,3.6,50,The New York Times, What results is a candy-colored broad comedy with noteworthy performances. 
469,The Flintstones in Viva Rock Vegas,3.6,50,Portland Oregonian," Cute and funny, with plenty of slapstick and cuddly creatures for the kids and enough adult wit to keep parents reasonably amused. "
470,The Flintstones in Viva Rock Vegas,3.6,50,Los Angeles Times," It feels more like a cartoon, and when you're dealing with modern Stone Age families, that can only be a plus. "
471,The Flintstones in Viva Rock Vegas,3.6,30,Film.com," This movie is a business decision, and about as diverting to watch as someone reading the Universal fiscal report. "
472,The Flintstones in Viva Rock Vegas,3.6,30,Washington Post," It's zany. Actually, it's so zany it's almost creepy. "
473,The Flintstones in Viva Rock Vegas,3.6,25,Baltimore Sun," A tired piece of hackery, made only slightly less distasteful by a couple of inspired moments from supporting player Alan Cumming. "
474,The Flintstones in Viva Rock Vegas,3.6,20,TNT RoughCut," A bumpy synthesis of special and visual effects done far too over the top ultimately means Viva Rock Vegas is nothing more than eye candy, and not a very tasty piece at that. "
475,The Flintstones in Viva Rock Vegas,3.6,20,Film.com, A Dum-Dum Movie 
476,The Flintstones in Viva Rock Vegas,3.6,20,L.A. Weekly, Everything from the Rube Goldberg sets to the Jim Henson creatures is aimed squarely at a preschool audience. 
477,The Flintstones in Viva Rock Vegas,3.6,0,Austin Chronicle, Even the youngest members of the audience appeared to be more interested in their dwindling soda supply than anything up on the screen. Yabba dabba doom. 
478,Swept Away,3.6,40,Variety, A simple misfire rather than a world-class fiasco. This misguided attempt to remake Lina Wertmuller's corrosive 1974 satire as a wistful romance is only unintentionally funny in the last reel. 
479,Swept Away,3.6,38,Chicago Tribune," One hopes that this is Hollywood's last go-round with Swept Away. Watching this fiasco, I kept having nightmares about a possible cartoon version, co-starring Cruella de Vil and Shrek. "
480,Swept Away,3.6,30,Los Angeles Times," Madonna may be better in this film than she's been in some of her recent endeavors, especially when she stops screeching her lines, but she's done herself no favors with her choice of material. "
481,Swept Away,3.6,25,The Globe and Mail (Toronto)," No less laughable is the ending, where Ritchie neatly reflects today's prevailing attitude -- that audiences can't be trusted to handle a hint of ambiguity, but can live happily with flat-out stupidity. "
482,Swept Away,3.6,25,Chicago Sun-Times," A deserted island movie during which I desperately wished the characters had chosen one movie to take along if they were stranded on a deserted island, and were showing it to us instead of this one. "
483,Swept Away,3.6,20,Village Voice," Merely an indulgent vehicle for Mrs. Ritchie -- and Madonna is so spectacularly convincing as a hateful, self-absorbed, nouveau riche ogress that her character's third-act transformation is as preposterous as her overmuscled physique. "
484,Swept Away,3.6,20,Washington Post, At no point should anyone mistake this for an actual movie. This is an extended beach video that will leave no one swept away. 
485,Swept Away,3.6,20,The New York Times," There is no credible feeling here, no comedy, no eroticism. "
486,Swept Away,3.6,10,Salon," Isn't dubbed. But it sure feels like it. The characters open their mouths and their lips don't seem to be shaping the right words -- you can't believe any human beings would ever utter such ludicrous dialogue, with so little conviction. "
487,Swept Away,3.6,10,Washington Post," The film turns out to have nothing going for it at all, except a small charge for soul-deep Madonna haters. "
488,Ballistic: Ecks vs. Sever,3.6,30,TV Guide Magazine," The tiny, impassive-faced Liu is a disaster. She looks cute in her custom commando gear, but she's not actress enough to make Sever's ridiculous, faux hard-boiled dialogue sound like anything but the formulaic nonsense it is. "
489,Ballistic: Ecks vs. Sever,3.6,25,Miami Herald, Sometimes it seems as though Hollywood can't make a decent action movie anymore. Now that's a thought to make you go ballistic. 
490,Ballistic: Ecks vs. Sever,3.6,25,New York Daily News," To pay for all the explosions and stunt work, the filmmakers must have decided to skimp on the screenplay. The rule of thumb is that one page of script equals one minute of movie, but there is so little dialogue in Ballistic that it could have been written on a matchbook. "
491,Ballistic: Ecks vs. Sever,3.6,25,Baltimore Sun, The collateral damage of action products like Ballistic is to the sensibility of the audience. 
492,Ballistic: Ecks vs. Sever,3.6,20,Variety," Remote, non-involving and finally incomprehensible. "
493,Ballistic: Ecks vs. Sever,3.6,20,The A.V. Club," Looks like a video-game promo, has a story that plays like the fifth episode of a struggling syndicated action show, and feels like a headache waiting to happen. "
494,Ballistic: Ecks vs. Sever,3.6,12,Boston Globe," Banderas slums through this dollar-bin action flick wearing the same look of wiped-out exasperation that Danny Glover's Sergeant Murtaugh sports in each installment of ''Lethal Weapon.'' And like Murtaugh, Banderas might be too old for this, too. "
495,Ballistic: Ecks vs. Sever,3.6,10,Washington Post," You could run this film backward, soundtrack included, and it would make no less sense. --It's almost completely uninvolving, as well as being impenetrable. "
496,Ballistic: Ecks vs. Sever,3.6,10,The New York Times," The film isn't even as good as the second-rate game it is based on, which is nothing but a shootout. "
497,Ballistic: Ecks vs. Sever,3.6,0,San Francisco Chronicle, Movies don't get much worse. 
498,You Got Served,3.6,60,Dallas Observer," Director Christopher B. Stokes (House Party 4) shapes up the fabulous dance sequences with undeniable energy, and real-life brothers Houston and Grandberry are two of the most enjoyable musicians to appear onscreen since Sting played a bellboy. "
499,You Got Served,3.6,50,Boston Globe," Part soap opera and part thriller, and it has the unique characteristic of being both undeveloped and overwritten. "
500,You Got Served,3.6,40,L.A. Weekly," Seems stuck in fad mode, a showcase in search of a movie. "
501,You Got Served,3.6,40,The Hollywood Reporter," Assembling this vehicle for his young clients, music producer/manager/video director Christopher B. Stokes has attached an anemic plot to a series of dynamic hip-hop dance sequences. "
502,You Got Served,3.6,40,Variety," A serviceable youth pic that's marginally less dumb than November's urban quasi-musical ""Honey."" "
503,You Got Served,3.6,40,The New York Times," Will probably keep its core audience of suburban teenagers mildly entertained for the course of its 93 minutes. Urban grumps, however, may be distracted by Mr. Stokes's annoyingly overedited execution of the dance sequences. "
504,You Got Served,3.6,38,Baltimore Sun, The astonishing brio and verve of street dancing deserves better than this. 
505,You Got Served,3.6,25,New York Daily News, This amateurish drama about street-dance contests and busted friendship is about as real as Lil' Kim's chest. 
506,You Got Served,3.6,25,New York Post," Cliched, amateurish and feeble. "
507,You Got Served,3.6,25,Philadelphia Inquirer, Rarely do you encounter a movie without a shred of originality. You Got Served is such a cinematic vacuum. 
508,D-War,3.6,63,TV Guide Magazine," Frankly, it's dumb, but no dumber than ""Transformers."" "
509,D-War,3.6,50,Variety," A feast of A-grade f/x married to a Z-grade, irony-free script. "
510,D-War,3.6,50,The New York Times," It is such a breathless, delirious stew, it’s impossible not to be entertained, provided -- this is crucial -- you have a sense of humor. "
511,D-War,3.6,40,The Hollywood Reporter," While the CGI effects are undeniably impressive, the laughable story line, risible dialogue and cheap humor (most of it involving a hapless zoo security guard) seriously detract from the fun. "
512,D-War,3.6,38,Boston Globe," You don't have to hand the folks behind Dragon Wars much (the acting, directing, costumes, editing, props, music, etc: They're all off). But when they decide to sic that giant snake and those prehistoric dino-birds on downtown Los Angeles, the movie turns shockingly watchable. "
513,D-War,3.6,30,L.A. Weekly, This one’s for connoisseurs of the “totally preposterous crap” school of fantasy cinema. 
514,D-War,3.6,30,Los Angeles Times, Fluent in the laughable dialogue of a million bad fantasy flicks: 
515,D-War,3.6,30,Austin Chronicle, This South Korean pseudo-epic is some of the most ambitious cr-- I've ever seen. 
516,D-War,3.6,16,The A.V. Club," All the thought seems to have gone into the marketing, and none into the unfathomably terrible script. "
517,The Fog,3.6,50,Boston Globe," This new Fog floats in on the fumes of the 1980 John Carpenter original, but the surprise is that it's arguably better. "
518,The Fog,3.6,50,The A.V. Club," It's virtually indiscernible from any other contemporary horror film except for, well, the fog. "
519,The Fog,3.6,40,The New York Times," Mildly scary here and there. It does not play by all the horror movie rules (e.g., the black guy always dies first). And the cast is good-looking. "
520,The Fog,3.6,40,The Hollywood Reporter," Director Rupert Wainwright fails to bring any style to the material, not producing a fraction of the suspense or wit generated by Carpenter in the original even while working with a far lesser budget. "
521,The Fog,3.6,40,Variety," Unfortunately, interest lags between the grisly deaths, and, worse, none of the characters generates rooting interest. "
522,The Fog,3.6,38,TV Guide Magazine," If the characters were more interesting, the long, long buildup to their night of ghostly reckoning might be suspenseful rather than tedious. "
523,The Fog,3.6,38,The Globe and Mail (Toronto)," Most of The Fog will seem drearily perfunctory even to those viewers who don't know Carpenter's version, which itself emulated the elegant gloom of Val Lewton's horror pics of the 1940s. "
524,The Fog,3.6,25,New York Daily News," The fog also does something genuinely eerie: It causes everyone in the cast to deliver dreadful performances and display inappropriate reactions when their friends are drowned, burned, stabbed or thrown into glass display cases. "
525,The Fog,3.6,25,New York Post," I was held in suspense throughout The Fog, aching to learn the answer to its central riddle: Why would any one remake such a crummy movie? "
526,The Fog,3.6,10,Film Threat," It's too mediocre (and PG-13) to be classified as a horror film, too inane to be taken seriously and too uninteresting to be bothered with. "
527,I Know Who Killed Me,3.6,60,L.A. Weekly," In short, it’s a gift-wrapped part for Lohan, who plays her good-girl/bad-girl role with wit and an air of sly calculation. "
528,I Know Who Killed Me,3.6,50,Boston Globe, An intensely unpleasant killer-thriller mystery. 
529,I Know Who Killed Me,3.6,38,TV Guide Magazine," The most shocking thing about this ludicrous serial-killer shocker, released the week troubled 21-year-old former child star Lindsay Lohan was arrested on DUI and cocaine-possession charges, is that it's the kind of film actresses generally make when their careers are well and truly on the skids. "
530,I Know Who Killed Me,3.6,38,Chicago Tribune," The film suggests Lohan probably (allegedly) should've gone after her agent the other night, not the mother of an ex-personal assistant. "
531,I Know Who Killed Me,3.6,30,Variety," Much like the ongoing real-world meltdown of its troubled star, Lindsay Lohan, I Know Who Killed Me is a disaster that exerts a perverse fascination. "
532,I Know Who Killed Me,3.6,25,ReelViews," Unless you derive pleasure from watching Lohan being tortured, there's no reason to subject yourself to this movie. Besides, if that's your goal, all you have to do is turn on tabloid TV. There's Lindsay's living hell of a life, being broadcast 24/7. "
533,I Know Who Killed Me,3.6,16,The A.V. Club," Having broken free of the Disney machine that molded her, Lohan now seems intent on destroying her career and credibility on her own terms. "
534,I Know Who Killed Me,3.6,0,The Hollywood Reporter, There's a fresh candidate in the running for worst movie of 2007 honors. 
535,I Know Who Killed Me,3.6,0,New York Post," Sony dumped this sleazy, inept and worthless piece of torture porn into theaters yesterday. "
536,I Know Who Killed Me,3.6,0,Premiere," I can’t say I was too surprised by how risible, grotesque, and incoherent I Know Who Killed Me is. But I can’t say I was prepared for its pretentiousness. If the picture has any use at all, it’s as a case study in what happens when the talentless attempt to emulate the inspired. "
537,Superman IV: The Quest for Peace,3.7,60,The New York Times," Threadbare as it's beginning to look, the Superman series hasn't lost its raison d'etre. There's life in the old boy yet. "
538,Superman IV: The Quest for Peace,3.7,60,Tampa Bay Times," Superman IV: The Quest for Peace doesn't attempt to disguise its sentiments - no more so than Greenpeace - but neither does it lose the campy spirit of the 1978 original. Although never as stylish as the first movie, it shows verve and a modest wit. Superman IV is not as funny as the first sequel, but it isn't as violent, either. [27 July 1987, p.1D] "
539,Superman IV: The Quest for Peace,3.7,38,Miami Herald," Superman IV works rather well as a children's movie. It even has a line or two for adults -- though not, one hastens to qualify, enough to actually warrant adult attendance. [25 July 1987, p.B1] "
540,Superman IV: The Quest for Peace,3.7,25,Chicago Tribune," Superman IV is a pathetic appendage to the series, a dull, shoddy film that makes the minimal 1950s TV series seem rife with production values by comparison. [27 July 1987, p.10C] "
541,Superman IV: The Quest for Peace,3.7,20,Variety," The earlier films in the series were far from perfect, but at their best they had some flair and agreeable humor, qualities this one sorely lacks. Hackman gets a few laughs, but has less to work with than before, and everyone else seems to be just going through the motions and having less fun doing so. "
542,Superman IV: The Quest for Peace,3.7,20,Empire, Predictably awful fourth installment. 
543,Superman IV: The Quest for Peace,3.7,20,Chicago Reader," By ordinary movie standards it's awful, but fans of cinematic dementia should have fun for about half an hour. "
544,Superman IV: The Quest for Peace,3.7,20,Washington Post," Superman IV, except for a glitzy new villain named Nuclear Man, is one of the cheesiest movies ever made. It's so grainy and grossly envisioned, it seems filmed on pulp. Superman's crystalline Arctic palace looks as if it's made of no-deposit-no-return soda bottles, and his suit of primary colors has ring around the collar. "
545,Superman IV: The Quest for Peace,3.7,12,The Globe and Mail (Toronto)," This one is a big, big disappointment. [27 July 1987] "
546,Superman IV: The Quest for Peace,3.7,10,Los Angeles Times," Sequels to big-budget popular hits usually end up super-slick, shallow and inflated. But this one isn't even super-slick; it's shallow and deflated...The overall effect is of a story atomized and dying before our eyes, collapsing into smashed pulp, ground down into big-budget Kryptonite ash. [27 July 1987, p.1] "
547,Caddyshack II,3.7,25,Chicago Tribune," It`s shoddy, lazy and numbingly stupid. "
548,Caddyshack II,3.7,25,Miami Herald," Beyond the anemic script, though, Caddyshack II fails because Dangerfield fits the character better. His bulging eyes and neurotic demeanor fuel his lethal jabs. Even though he's still the stand-up comic, his well-established routine makes it easier to believe him. [27 July 1988, p.D1] "
549,Caddyshack II,3.7,20,TV Guide Magazine," A disaster. Mason founders in his poorly written role, and none of the film's endless series of gags is the least bit funny. "
550,Caddyshack II,3.7,10,Washington Post," Caddyshack II, a feeble follow-up to the 1980 laff riot, is lamer than a duck with bunions, and dumber than grubs. It's patronizing and clumsily manipulative, and top banana Jackie Mason is upstaged by the gopher puppet. "
551,Caddyshack II,3.7,10,The New York Times," The film features someone who walks like Jackie Mason, talks like Jackie Mason, does everything except make people laugh like Jackie Mason. "
