,title,rating,metascore,publisher,review
177,Jaws: The Revenge,3.1,20,Washington Post," The director, Joseph Sargent, doesn't bring out any of the possibilities in the material -- not even the scary ones. And Michael Caine is wasted, though not completely. He manages to provide at least a little suspense, even if it's the extracurricular sort, by raising the question: Will an Oscar winner be allowed to become fish food? "
178,Jaws: The Revenge,3.1,10,Washington Post," There's more suspense in On Golden Pond. And when the predictable ending comes, it has none of the titanic man-versus-beast struggle of the original. It all happens so quickly, you wonder if you've missed something. But, no you haven't, because there it is -- the familiar calm sea . . . of credits. "
179,BloodRayne,3.1,40,L.A. Weekly," There are all sorts of noteworthy people in this silly vampire epic, including acting greats Sir Ben Kingsley and Geraldine Chaplin, but the only artist this critic wants to heap praise upon is the regrettably unidentified Supervisor of Blood Splatter: Nice work, dude. "
180,BloodRayne,3.1,40,Los Angeles Times," The only thing left unsliced is the ham in BloodRayne, yet another video game adaptation by German genre specialist Uwe Boll and a movie with more fading - or faded - talent than an Italian basketball team. "
181,BloodRayne,3.1,33,The A.V. Club," With minimal flare and maximal gore, Boll simply delivers the turgid drama and incompetently staged action sequences that have made him the unstoppable Big Boss of the gaming community. "
182,BloodRayne,3.1,30,The Hollywood Reporter," Attention, Ben Kingsley (I mean, Sir Ben Kingsley): It's officially time to turn in your Oscar. "
183,BloodRayne,3.1,25,Premiere, Yet another ill-conceived big screen videogame adaptation. 
184,BloodRayne,3.1,25,TV Guide Magazine, Why do moviegoers and gamers keep going to see video-game-based movies when neither group is ever happy with the results? 
185,BloodRayne,3.1,25,New York Daily News," While there's no fun in mediocrity, ludicrousness is another matter. Boll is the best at what he does, and what he does is make truly terrible films. "
186,BloodRayne,3.1,25,New York Post, Semicoherent. 
187,BloodRayne,3.1,20,Variety, Anemic action-fantasy. 
188,BloodRayne,3.1,0,Austin Chronicle," Maybe everyone involved was hoping that no one would see this movie, but Madsen is the only one who should fear anyone seeing his work. "
189,Kazaam,3.2,50,San Francisco Examiner," The movie is decidedly old-fashioned, aiming to send kids and their parents out of the theater feeling good about themselves. "
190,Kazaam,3.2,38,Chicago Sun-Times," As for Shaquille O'Neal, given his own three wishes the next time, he should go for a script, a director and an interesting character. "
191,Kazaam,3.2,38,The Globe and Mail (Toronto)," Is Kazaam racist? In effect, yes. But it'sracism linked to bad marketing: You can't really mix a black-pride rap film with a revamped version of ""Free Willie"" and expect them to magically jibe. "
192,Kazaam,3.2,33,Entertainment Weekly, It takes the movie all of 15 minutes to descend into sub-Spielbergian banalities about poor Max's search for his absentee dad. 
193,Kazaam,3.2,30,Los Angeles Times, The odd truth is that the film's novice star is better than the material. 
194,Kazaam,3.2,30,The New York Times, Memo to Shaquille O'Neal: Don't give up your night job. 
195,Kazaam,3.2,25,Christian Science Monitor," The plot is hamstrung by trite formulas, and there's too much violence and family tension for very young viewers. Shaquille O'Neal is likable as the title character, though. "
196,Kazaam,3.2,25,ReelViews," This is as witless as movies come -- an unamusing, moronic blend of horrible acting and inept screenwriting. "
197,Kazaam,3.2,25,San Francisco Chronicle," Original enough to come up with new ways to go wrong. For one, the film is a blatant showcase to promote O'Neal as a rap artist. "
198,Kazaam,3.2,0,Austin Chronicle," It's full of special effects that are big on smoke and noise, but short on logic and payoff. "
199,The Human Centipede III (Final Sequence),3.2,42,IndieWire," The Human Centipede III (Final Sequence) is just as repulsive, but far louder, and in color. "
200,The Human Centipede III (Final Sequence),3.2,30,Village Voice," Tom Six's threequel races to the bottom with abandon, all while indulging in tired wink-wink self-consciousness that includes Six himself showing up to witness his movie monster made real (and to be slandered by Laser as ""a poop-infatuated toddler""). "
201,The Human Centipede III (Final Sequence),3.2,20,New York Daily News," Neither Scary nor eye-rollingly fun, The Human Centipede 3 (Final Sequence) is the dullest entry in an atrocious trilogy. "
202,The Human Centipede III (Final Sequence),3.2,10,Variety," Six just wants to shock, though his imagination is so primitive that the effort is strained and a bit pathetic. Initially abrasive, the whole enterprise grows simply tedious well before the now-epically-scaled titular phenom is unveiled in the prison yard. "
203,The Human Centipede III (Final Sequence),3.2,0,Slant Magazine," Tom Six has achieved the seemingly impossible: He's made a film even less watchable than ""The Human Centipede II."" "
204,The Human Centipede III (Final Sequence),3.2,0,TheWrap," The thing that wrecks The Human Centipede III isn’t how the film is disgustingly, degradingly unclean; instead, Six’s work is ruined by how his film is desperately, depressingly unclever. "
205,The Human Centipede III (Final Sequence),3.2,0,The Dissolve, It’s only fitting that a series that began with the concept of linking the digestive tracts of three people would end by feasting on its own shit. 
206,The Human Centipede III (Final Sequence),3.2,0,The A.V. Club," The gross-out gore scenes and poop jokes are there, too, as is to be expected. The direction is bad, the acting is worse, and it’s lit to mimic the soap-opera effect on a poorly calibrated HDTV. Basically, The Human Centipede III is an unsexy ""Ilsa"" movie, and it’s just as impossible to sit through as that sounds. "
207,The Human Centipede III (Final Sequence),3.2,0,Entertainment Weekly," Even by the series’ already low standards, The Human Centipede Part 3 is crap. "
208,The Human Centipede III (Final Sequence),3.2,0,Los Angeles Times," As horror, it's frightless and boring. As comedy, it's desperate and laughless. As exploitation, it's exceedingly dull. Even excrement was once something of substance. The Human Centipede III: Final Sequence is just rancid air. It too shall pass. "
209,Rollerball,3.3,50,New York Daily News," The game itself is meaningless, and the movie, much the same way, likes it like that. "
210,Rollerball,3.3,38,The Globe and Mail (Toronto), What's up with director John McTiernan? The man has got to get a career of his own -- sponging off the pale leavings of Norman Jewison just won't do. 
211,Rollerball,3.3,30,Los Angeles Times," It's too bad this Rollerball veered off-track so swiftly, derailed by bad writing and possibly also by some of that extensive post-production reworking. "
212,Rollerball,3.3,25,Baltimore Sun, There's something junior varsity about the whole sensibility that makes the new version seem more dated than the old one. 
213,Rollerball,3.3,20,The New York Times," The current version, however, like its predecessor, fails as entertainment. Mr. McTiernan's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious. "
214,Rollerball,3.3,20,The A.V. Club," Only those attracted to ""Waterworld"" or ""Last Action Hero"" level big-budget disasters need bother with this one. "
215,Rollerball,3.3,12,Chicago Sun-Times," An incoherent mess, a jumble of footage in search of plot, meaning, rhythm and sense. "
216,Rollerball,3.3,10,Film Threat, Will surely end up as one of this year’s worst films. 
217,Rollerball,3.3,0,Miami Herald," Plentiful helpings of dreadful acting, confusing action cinematography, choppy editing and embarrassing dialogue, with the added bonus of a plot almost as dumb as that of the original film. "
218,Rollerball,3.3,0,Variety," Sheer chaos on wheels, a hysterically edited jumble that defies belief at nearly every juncture. "
219,Left Behind,3.3,50,The Dissolve, The film’s appeal is largely dependent on Cage; Left Behind is a batshit-crazy Cage cult classic of a radically new stripe. 
220,Left Behind,3.3,38,McClatchy-Tribune News Service," It’s inoffensive, unless you take umbrage at the idea that the only people who know not to steal are True Believers and all that keeps society from an instant meltdown are the Faithful. "
221,Left Behind,3.3,35,TheWrap, Has all the subtlety of a sledgehammer and production values that verge on parody. 
222,Left Behind,3.3,30,The Hollywood Reporter, The Rapture won’t come soon enough for the unfortunate souls forced to suffer through Left Behind. 
223,Left Behind,3.3,25,San Francisco Chronicle," That lack of concern for the way people actually interact renders the film useless as entertainment, or as a conversion tool. "
224,Left Behind,3.3,16,The A.V. Club," This Left Behind may be worse than the last Left Behind, but it’s much less boring, thanks in part to the commitment of its star, who plays the often ludicrous material with the straightest of faces. The Cage works in mysterious ways. "
225,Left Behind,3.3,10,Variety," With a “Sharknado”-inspired visual style and a deeply weary lead performance from Nicolas Cage, Left Behind is cheap-looking, overwrought kitsch of the most unintentionally hilarious order. "
226,Left Behind,3.3,0,New York Daily News," This failed epic — really, an epic failure — would barely be noticed, were it not for former Oscar-winner Nicolas Cage taking on a “Sharknado”-quality remake of a Kirk Cameron movie. "
227,Left Behind,3.3,0,Chicago Tribune," Cage is going for manly, if conflicted, family-guy confidence in this role, but somehow it comes off as nuttier than the events surrounding him. "
228,Left Behind,3.3,0,Entertainment Weekly," At best, Left Behind is shoddily made sensationalist propaganda — with atrocious acting — that barely registers as entertainment. At worst, it's profoundly moronic. "
229,Bratz,3.4,50,The Hollywood Reporter," Finally, a postfeminist multicultural musical extravaganza for 8-year-old girls. Is Bratz not the most totally stylin' movie ever? Grownups won't think so, but for their daughters who share a ""passion for fashion"" with the dolls that are giving Barbie a run for her money, it will be the event of the season. "
230,Bratz,3.4,42,Entertainment Weekly," A movie based on a doll line, is an M&M-colored high school fantasia for aspirational 10- and 12-year-old girls who'll be shocked (or, hopefully, delighted) when they get to ninth grade and find out life isn't so super-Bratz-fabulous. "
231,Bratz,3.4,42,The A.V. Club, Bratz's strong anti-clique sermonizing would be slightly more convincing if it weren't tethered to a movie romanticizing the most awesome clique ever. 
232,Bratz,3.4,40,Variety," Bratz’s references and parodies are consistently on-target, if always way too over-the-top. Every line of dialogue could plausibly take an exclamation point. "
233,Bratz,3.4,40,Washington Post," This is a movie for a grade-schooler's -- a female grade-schooler's -- sensibility. It's earnest, silly and sweet, with just enough food fights and musical numbers to keep everyone else from gagging on the goo. "
234,Bratz,3.4,38,USA Today, A silly movie that's essentially a series of clichés strung together into a semblance of a movie. 
235,Bratz,3.4,30,Village Voice," In the end, the most offensive part of Bratz isn't its stereotypes or brand expansion; it's the sorry state of Jon Voight's career. "
236,Bratz,3.4,30,Austin Chronicle, Bratz is way too long. 
237,Bratz,3.4,30,Los Angeles Times, It's a movie on the wrong side side of the so-bad-it's-good line. 
238,Bratz,3.4,0,Chicago Tribune," The most horrifying film of 2007, Bratz is based on the popular line of collagen-lipped, doe-eyed slut-ette dolls and their male companions, ""the boys with a passion for fashion ... and the Bratz!"" (In other words, they're bi-curious.) "
239,Catwoman,3.4,67,Entertainment Weekly," I wouldn't call Catwoman incompetent, yet it has no visual grandeur, and very little surprise; you can tick off the story beats as if they'd been graphed. "
240,Catwoman,3.4,50,Dallas Observer," Much like a cat, the movie is a superfluous gob of fluff with an attitude ranging from idiotic to nasty. "
241,Catwoman,3.4,38,Philadelphia Inquirer," Catwoman, which talks about the ""duality"" inside all women (wild vs. docile, rapacious vs. cuddly), does have its guilty pleasures. Most of these come courtesy of ice queen Stone. "
242,Catwoman,3.4,30,Village Voice," Like the action movies of yore (you know, the 1980s), Catwoman is simultaneously overstuffed and undernourished. "
243,Catwoman,3.4,30,The New York Times," A howlingly silly, moderately diverting exercise in high, pointless style. "
244,Catwoman,3.4,30,L.A. Weekly," What the movie needs is a director, and what it gets instead is Pitof, a French visual-effects maestro so much fonder of technological wizardry than of human flesh that he manages to turn even his slinky, sinuous star attraction into a digitized synthespian frolicking about endless CGI cityscapes. "
245,Catwoman,3.4,25,ReelViews, A catastrophe. This motion picture is an embarrassment to all involved. 
246,Catwoman,3.4,25,Charlotte Observer," Pitof can be blamed for the 89-cent digitized sets, the jerky or rubbery special effects, some clunky performances and more continuity errors than I could count. "
247,Catwoman,3.4,25,Christian Science Monitor, Cartoonish effects and overacting make this more corn than catnip. 
248,Catwoman,3.4,25,Miami Herald," Silly, tedious, inept disaster. "
249,Jack and Jill,3.4,63,Boston Globe," What's more genuinely wacky is what a kick the movie can sometimes be, completely in spite of its big, flat stunt. "
250,Jack and Jill,3.4,40,New York Daily News," There are moments in Jack and Jill that are genuinely funny - and, just like countless family reunions, there are moments when you can't wait for it to end. "
251,Jack and Jill,3.4,38,Orlando Sentinel," Then there's Pacino, out-of-place and yet somehow right at home. You want big? Al does BIG. And since is as close as we're likely to get to ""Don Corleone Does Don Quixote,"" that alone is worth the price of admission. "
252,Jack and Jill,3.4,30,The New York Times," There are a few funny moments in Jack and Jill, most of them celebrity cameos that also serve to affirm what a cool, connected celebrity Mr. Sandler is. The most sustained of these is the appearance of Al Pacino as himself, falling for Jill and giving the film a jolt of genuine zaniness. I'm sorry to say that this may be Mr. Pacino's most convincing performance in years. "
253,Jack and Jill,3.4,25,Miami Herald, Jack and Jill contains long stretches of squirm-inducing tedium in which Sandler riffs and ad-libs far longer than he should. 
254,Jack and Jill,3.4,25,Washington Post," The unapologetic laziness and ineptitude of Jack's impersonation, which is played for cheap laughs, is just as lazy as Sandler's performance as the real Jill. You don't buy it for a minute. "
255,Jack and Jill,3.4,20,The Hollywood Reporter," Jack and Jill is witless and sloppily constructed, getting by on fart gags, homeless jokes, Latino stereotypes and that old favorite, explosive chimichanga diarrhea -- and no, not in an inspired ""Bridesmaids"" way. "
256,Jack and Jill,3.4,12,Slant Magazine," If the result is a movie that seems like a much slicker, more condensed, and speedier version of the Sandler comedies that have guaranteed his grandkids' retirement, count it as a blessing that it's over quickly. Not without pain, but quickly. "
257,Jack and Jill,3.4,12,USA Today," A comedy that has one good joke, four strange cameos and a spirit so juvenile kids may wonder what Sandler's deal is. "
258,Jack and Jill,3.4,0,Rolling Stone," A total bust, a stupefyingly unfunny and shamelessly lazy farce packed with cringe-worthy jokes and overt product placement. "
259,The Emoji Movie,3.4,40,Variety," There have been worse ideas, but in this case the execution isn’t good enough to bring the notion of an emoji movie to funky, surprising life. "
260,The Emoji Movie,3.4,30,The Hollywood Reporter," If not always imaginative or digestible, the look of the settings and characters should keep kids awake for 86 minutes; and if the trick that eventually saves the day makes very little sense to critical moviegoers, at least it's cutely frantic eye candy. "
261,The Emoji Movie,3.4,25,IndieWire, The most distressing aspect about The Emoji Movie is that a spectacle this self-evidently soulless no longer feels like a new low. It doesn’t even leave a dent. 
262,The Emoji Movie,3.4,25,The A.V. Club," There was probably never going to be a version of this film that would prove even remotely plausible as a movie someone felt passionately about making for artistic reasons; as far as expanding on smartphone-related IP, this is an even weaker starting point than Sony Animation’s recent The Angry Birds Movie. "
263,The Emoji Movie,3.4,10,ScreenCrush," There are plenty of words that can describe The Emoji Movie. Here are a few of them: Unfunny. Saccharine. Nonsensical. Painful. And, of course, crappy. (If you prefer the poop emoji, that works too.) "
264,The Emoji Movie,3.4,10,Screen International," A film as mindless and disposable as most smartphone apps — and nowhere near as addictive — Sony’s animated The Emoji Movie is a calamitous comedy that inadvertently shows how difficult it is to pull off the witty, imaginative world-building that Pixar makes seem so breezy. "
265,The Emoji Movie,3.4,10,Vox," The Emoji Movie is a waste of time, resources, and a bunch of comedians’ voices, plus a premise that actually had the potential to do some small good in the world. It’s less of a movie and more of an insult. "
266,The Emoji Movie,3.4,0,TheWrap," It is a soul-crushing disaster because it lacks humor, wit, ideas, visual style, compelling performances, a point of view or any other distinguishing characteristic that would make it anything but a complete waste of your time, not to mention that of the diligent animators who brought this catastrophe into being. "
267,The Emoji Movie,3.4,0,New York Daily News, The only thing worse than the dialogue is the absurd product placement. 
268,The Emoji Movie,3.4,0,New York Magazine (Vulture)," It is one of the darkest, most dismaying films I have ever seen, much less one ostensibly made for children. "
269,3 Ninjas: High Noon at Mega Mountain,3.4,80,Los Angeles Times," Exceptionally well-made family entertainment, this 3 Ninjas is constantly inventive, action-filled and funny, with a flourish of good special effects. "
270,3 Ninjas: High Noon at Mega Mountain,3.4,58,The A.V. Club," The incredible silliness doesn’t quite erase the bad taste of this kid’s movie featuring an implied dozen civilian casualties, but it helps. "
271,3 Ninjas: High Noon at Mega Mountain,3.4,50,San Francisco Chronicle," Pathetic yet stupidly entertaining for several minutes of its interminable running time, 3 Ninjas: High Noon at Mega Mountain makes half its cast look like retreads and half like fresh ponies desperately karate-kicking a dud script to see if it has any signs of life. "
272,3 Ninjas: High Noon at Mega Mountain,3.4,40,The New York Times," For most moviegoers over 12, this, the fourth Three Ninjas movie, will be interminably boring. But it's possible that young children will enjoy the film, since it falls into both the action category and the children-are-smart-adults-can't-do-anything-right genre. "
273,3 Ninjas: High Noon at Mega Mountain,3.4,38,New York Post," As the fourth entry of a painfully uninspired series, this version features new actors portraying the trio of adolescent warriors. [10 Apr 1998, p.49] "
274,3 Ninjas: High Noon at Mega Mountain,3.4,30,Variety, Only small children with limited attention spans will be impressed by the lackluster kung-foolishness in 3 Ninjas: High Noon at Mega Mountain. 
275,3 Ninjas: High Noon at Mega Mountain,3.4,25,TV Guide Magazine, The best you can say is that it's all pretty harmless and pretty stupid. 
276,Daddy Day Camp,3.4,42,Seattle Post-Intelligencer," This belabored summertime sequel is moderately less vulgar, certainly less expensive and, if possible, even less funny than its forerunning bomb, ""Daddy Day Care."" "
277,Daddy Day Camp,3.4,38,Miami Herald, A tired and unnecessary sequel. 
278,Daddy Day Camp,3.4,38,TV Guide Magazine," This terrible sequel to a bad movie was directed by Fred Savage, the now-grown star of ""The Wonder Years,"" though there's no evidence of any behind-the-scenes adult supervision. "
279,Daddy Day Camp,3.4,38,Boston Globe, Innocuous amusement for 5- to 8-year-olds and other people stuck in the anal stage of development. 
280,Daddy Day Camp,3.4,30,The Hollywood Reporter, Any scrap of charm or honest-to-goodness humor already possessed in limited quantities by the original has been relegated to the outhouse in this sorry follow-up. 
281,Daddy Day Camp,3.4,30,Variety," This sequel to the 2003 Eddie Murphy comedy may appeal to auds still young enough not to have seen it all before, or who still find flatulence hilarious, or who think adults, when agitated, flail about like epileptic marionettes. "
282,Daddy Day Camp,3.4,30,The New York Times," A recruiting poster for kids, insisting that there’s no domestic problem that military values can’t solve. "
283,Daddy Day Camp,3.4,25,New York Daily News," If you're looking for a modern-day ""Meatballs"" - or, for that matter, ""Meatballs 4"" - you're out of luck. "
284,Daddy Day Camp,3.4,25,San Francisco Chronicle," Too predictable, but kids should like it. "
285,Daddy Day Camp,3.4,12,New York Post," A comedy for no ages, has an amazing amount of CGI - Cuba Gooding Incompetence. "
286,Barb Wire,3.5,70,Washington Post," David Hogan keeps the action moving and loaded with fights, gun battles and other action-trashy thrills. Lee is terrific. "
287,Barb Wire,3.5,70,Washington Post," Lee elevates herself from the lower echelon of mere international super-babedom to the loftier realm of pulp myth. She is ""It"" with an exclamation mark. "
288,Barb Wire,3.5,63,Chicago Sun-Times," The filmmakers must have known they were not making a good movie, but they didn't use that as an excuse to be boring and lazy. Barb Wire has a high energy level, and a sense of deranged fun. "
289,Barb Wire,3.5,50,Austin Chronicle," It's a comic book movie in the broadest sense of the term, and although it's neither as emotionally resonant as ""The Crow"" nor as surreally goofy as ""Tank Girl,"" Barb Wire still manages to get you going, Anderson Lee fan or not. "
290,Barb Wire,3.5,40,Los Angeles Times," Ought to be disreputable fun. Instead it ends up, all its explosions and exposed flesh notwithstanding, rather inert. "
291,Barb Wire,3.5,40,The New York Times, Isn't much when it comes to either deliberate or inadvertent humor. But it does have a few amusing moments. 
292,Barb Wire,3.5,40,Chicago Reader," Its main source is a comic book, but it might as well be a computer. "
293,Barb Wire,3.5,25,ReelViews," The element of high camp that makes for enjoyable ""good trash"" isn't present. "
294,Barb Wire,3.5,25,San Francisco Chronicle," A convoluted mess, but there have been worse. "
295,Barb Wire,3.5,25,San Francisco Examiner, Muddled futuristic thriller. 
296,The Return of the Texas Chainsaw Massacre,3.5,100,San Francisco Chronicle," A flick so terrifying and brilliant that it makes the two other Chainsaw sequels seem like After-School Specials. [20 May 1995, p.E6] "
297,The Return of the Texas Chainsaw Massacre,3.5,75,Chicago Sun-Times," Nothing at all is surprising about Next Generation except how enjoyable it is. It won't become a classic, but is quite a hoot, like the cockamamie Motel Hell, as funny as it is frightening. [29 Aug 1997, p.32] "
298,The Return of the Texas Chainsaw Massacre,3.5,63,The Globe and Mail (Toronto)," The other thing that sets this movie apart from the current crop of tongue-in-cheek screamers (I Know What You Did Last Summer, Scream) is that it's actually perversely intriguing, rather than just clever. [03 Nov 1997, p.C2] "
299,The Return of the Texas Chainsaw Massacre,3.5,60,Variety, Manages the difficult feat of being genuinely scary and sharply self-satirical all at once. 
300,The Return of the Texas Chainsaw Massacre,3.5,50,Austin Chronicle," Bits and pieces of the story will, on occasion, leave you scratching your head but it, nevertheless, moves rapidly enough to keep you scurrying to keep pace with the new business at hand. "
301,The Return of the Texas Chainsaw Massacre,3.5,50,The New York Times," Its own efforts to be tongue-in-cheek, as with a backwoods gunman who quotes Emerson and Machiavelli, fall seriously flat. But should anyone have the patience to look closely, the two leading players do show signs of what would soon make them famous. "
302,The Return of the Texas Chainsaw Massacre,3.5,50,TV Guide Magazine," Henkel's directing debut isn't incompetent: It's just derivative, pointless and tediously repetitive. "
303,The Return of the Texas Chainsaw Massacre,3.5,50,The A.V. Club, A slightly above-average slasher film that's only partially redeemed by small but endearingly loopy shreds of black humor. 
304,The Return of the Texas Chainsaw Massacre,3.5,42,Entertainment Weekly," The movie recapitulates the absurdist tabloid-redneck comedy of the great, original Chainsaw without a hint of its primal terror. "
305,The Return of the Texas Chainsaw Massacre,3.5,40,Film Threat, The bottom line is that the only Texas Chainsaw Massacre movie that you need is to see is the first. 
306,Vampires Suck,3.5,42,Tampa Bay Times," After a lucrative career of bashing well-made scary, epic, disaster and date movies, Friedberg and Seltzer have a source begging to be mocked. "
307,Vampires Suck,3.5,40,The New York Times," This pointless parody dumps us in the fictional town of Sporks, Wash., a location lousy with vampires and werewolves. "
308,Vampires Suck,3.5,30,Boxoffice Magazine," As if a string of bad jokes wasn't enough, Vampires Suck is full of distractingly forced pop culture references and shameless product placements (the actors practically mug for the camera while holding various products). "
309,Vampires Suck,3.5,30,The Hollywood Reporter," The main performers do a reasonably good job of parodying the ""Twilight"" leads, with Proske particularly effective in subtly lampooning Kristen Stewart's moody mannerisms. "
310,Vampires Suck,3.5,30,Arizona Republic," Two very important things to note about Vampires Suck: The film is a spoof of the ""Twilight"" movies, and the title is a good indication of where the level of wit lies. "
311,Vampires Suck,3.5,25,Orlando Sentinel," If Kristen Stewart ever saw Vampires Suck, she'd be scarred for life. "
312,Vampires Suck,3.5,25,San Francisco Chronicle, That Vampires Suck is a step above god-awful is something of a miracle. 
313,Vampires Suck,3.5,25,The A.V. Club," The boys similarly deserve very minor props for choosing a satirical target that lends itself to satire: the glum, self-important Twilight novels and movies. Sadly, that's where the filmmakers' mild accomplishments end and the groaningly predictable hackwork begins. "
314,Vampires Suck,3.5,20,Variety," The lame mediocrity of Vampires Suck undeniably reps an advance for writer-directors Jason Friedberg and Aaron Seltzer. By just about any other standard, however, this instantly forgettable trifle is fairly close to worthless. "
315,Vampires Suck,3.5,12,Washington Post," Vampires suck? That's a matter of opinion. But here's what inarguably, unequivocally does suck: Vampires Suck. "
316,Slender Man,3.5,65,IGN," If the story behind this chilling internet creation could have matched the quality of those aforementioned strong points, Sony would have a real horror gem on their hands. "
317,Slender Man,3.5,42,The A.V. Club," In a movie this flat-out dull, even a tasteful lack of direct exploitation feels like a failure of nerve. "
318,Slender Man,3.5,40,Time Out, Give this literally and figuratively bloodless spooker a pass. 
319,Slender Man,3.5,40,Arizona Republic," The movie is a big disappointment, because ultimately Slender Man does not get the full-on creep-out treatment such an intriguing character deserves. Here he's just a generic horror bad guy, doing standard horror-bad-guy things. He could be anything, really, and therefore winds up, like the movie, being not much. "
320,Slender Man,3.5,38,Chicago Tribune," Birke's script is plainly straightforward, a simple supernatural chase story. It doesn't plumb the depths of what might make Slender Man scary, so Slender Man isn't scary at all. "
321,Slender Man,3.5,38,Movie Nation," Give White credit for the picture’s fairly eerie tone and look — darkened streets, foggy forests of spindly pines, shadows and more shadows. It’s just not worth more than the occasional hair-raising instant. "
322,Slender Man,3.5,38,RogerEbert.com," Sporadically, one can see the movie that Slender Man could have been, but it disappears like the title character’s victims. "
323,Slender Man,3.5,30,Variety," Slender Man is the kind of movie in which images come before logic, because there really isn’t much logic. There’s just a movie out to goose you. "
324,Slender Man,3.5,25,IndieWire," A tasteless and incredibly undercooked serving of the internet’s stalest Creepypasta, Slender Man aspires to be for the YouTube era what “The Ring” was to the last gasps of the VHS generation...there’s one fundamental difference that sets the two movies apart: “The Ring” is good, and Slender Man is terrible. "
325,Slender Man,3.5,20,The New York Times, The most perfunctory horror picture I’ve seen in some time. 
326,Hercules in New York,3.5,38,USA Today," This unearthed cheapie and fast-forwarder's delight is redeemed by the dubbed- in cathedral tones (they're vintage gladiator pic) coming from our hero's larnyx. [20 Dec 1991, p.3D] "
327,Hercules in New York,3.5,25,TV Guide Magazine," For some reason, producer Wisberg decided to revive the long dead Hercules craze, and luckily it didn't take. "
328,Hercules in New York,3.5,25,Boston Globe," When you become a megastar like Arnold Schwarzenegger, you must expect your past to jump up and bite you - especially if you've made a stinker like this one. A great rental for frat parties, this Manhattan melodrama features Zeus sending Arnold, as Hercules, to present-day New York. [06 Dec 1991, p.62] "
329,Hercules in New York,3.5,25,Washington Post," It's a comedy to be laughed at rather than with, largely because the producers decided to dub Arnold's Teutonic voice with that of another actor, one who sounds like he's giving bus departure announcements at the Port Authority Terminal. [30 Jan 1992, p.C7] "
330,Spice World,3.6,100,San Francisco Chronicle," A joyous, hilarious send-up of rock star pretensions and an enchanting celebration of ""girl power"" in pop culture. "
331,Spice World,3.6,75,San Francisco Examiner," Without much of a plot to speak of and relying almost entirely on the girls' star power and charisma - which they have in spades - turns out to be a truly entertaining movie for anyone with even a bare knowledge of the Spice Girls' history, which in this age of absolute over-saturation, is hard to avoid. "
332,Spice World,3.6,70,The New York Times," Disarmingly, the film thus acknowledges the Spice Girls' flash-in-the-pan status and lets them kid around about their frankly synthetic career. "
333,Spice World,3.6,50,ReelViews," Although the film is clearly trying to follow in the footsteps of the Beatles' classic, it's several long strides behind, lacking the same sense of originality, spontaneity, high energy, and joi de vivre. "
334,Spice World,3.6,50,Entertainment Weekly," Shabbily filmed, thoroughly harmless Official Product. "
335,Spice World,3.6,50,Salon," There are several non sequitur subplots woven together -- and that, along with a dearth of acting talent, is Spice World's biggest flaw. "
336,Spice World,3.6,30,Austin Chronicle," Bad as it may be, though, the film falls that one precious inch shy of being quite so awful that it achieves cult status; in short, it's just not bad enough to be any good. "
337,Spice World,3.6,20,Chicago Reader," A promotional tool that establishes its superfluousness simply by existing, this clumsy, smirking movie has a bitter soul. "
338,Spice World,3.6,12,Chicago Sun-Times, They're so detached they can't even successfully lip-synch their own songs. 
339,Spice World,3.6,10,Dallas Observer, Rarely has one movie seemed so predestined to reduce any and all attempted criticism to so many column inches of impotent gibberish. 
340,Dumb and Dumberer: When Harry Met Lloyd,3.6,60,Film Threat," Sure, Dumb and Dumberer is dumb, dumber and dumberer than the original, but if you like that kind of banal, rustic and sophomoric humor (and I have to admit, I kinda do), it might be worth a buck or two at a discount theater. "
341,Dumb and Dumberer: When Harry Met Lloyd,3.6,38,New York Daily News," The movie's really about the impressions of the original performances by newcomers Eric Christian Olsen and Derek Richardson. Olsen does an uncanny Carrey, and Richardson vaguely resembles Daniels. "
342,Dumb and Dumberer: When Harry Met Lloyd,3.6,30,Los Angeles Times, Falls wildly short of its inspirations. 
343,Dumb and Dumberer: When Harry Met Lloyd,3.6,25,Philadelphia Inquirer," Long, lumbering and endlessly unfunny. "
344,Dumb and Dumberer: When Harry Met Lloyd,3.6,25,USA Today," In ""There's Something About Mary,"" the gross gags were hilarious. Here, they're just vile. "
345,Dumb and Dumberer: When Harry Met Lloyd,3.6,25,Portland Oregonian," Has all the gross-out humor but none of the goofy sweetness. It also has neither of the Farrellys, which is agonizingly evident throughout. "
346,Dumb and Dumberer: When Harry Met Lloyd,3.6,20,L.A. Weekly," Levy, Luis Guzman, Cheri Oteri -- utterly wasted. At 82 minutes it feels longer than “Lawrence of Arabia” -- and a lot less funny. "
347,Dumb and Dumberer: When Harry Met Lloyd,3.6,20,Chicago Reader," The best thing I can say about this limp prequel to the Farrelly brothers' Dumb & Dumber is that it obliged me to check out the original, which I'd been studiously avoiding for years. If you haven't seen it, it's pretty funny, and mercifully light on the scatology and cheap sentiment of later Farrelly efforts. "
348,Dumb and Dumberer: When Harry Met Lloyd,3.6,10,Washington Post," To call it sophomoric would libel even the most pathetic, pimply underclassman. "
349,Dumb and Dumberer: When Harry Met Lloyd,3.6,0,Austin Chronicle," Even with its scant running time, this nightmarish travesty barrels along with all the whipcord speed and nimble comedic grace of a loved one’s funeral. "
