,title,rating,metascore,publisher,review
519,The Lives of Others,8.4,90,New York Magazine (Vulture)," Ulrich Mühe gives a marvelously self-contained performance. There isn't an ounce of fat on his body, or in his acting: He has pared himself down to a pair of eyes that prowl the faces of his character's countrymen for signs of arrogance--i.e., of independent thinking. "
520,The Lives of Others,8.4,88,Rolling Stone, Von Donnersmarck has crafted the best kind of movie: one you can't get out of your head. 
521,The Lives of Others,8.4,88,ReelViews," With solid performances and a terrific screenplay, this movie offers solid, no-frills drama that feels organic and believable, not contrived. "
522,The Lives of Others,8.4,80,The Hollywood Reporter, Starts out dark and challenging then comes to a startlingly satisfying and warmly human conclusion that lingers long after the curtain has come down. 
523,The Lives of Others,8.4,80,Variety, Superbly cast drama… that looks to be a solid upscale attraction wherever the special chemistry of good writing and performances is appreciated. 
524,The Lives of Others,8.4,70,Village Voice, A compelling thriller but an unsatisfying character drama. 
525,The Lives of Others,8.4,50,L.A. Weekly," The Lives of Others wants us to see that the Stasi -- at least some of them -- were, like their Gestapo brethren, “just following orders."" You can call that naive optimism on Donnersmarck's part, or historical revisionism of the sort duly lambasted by the current film version of Alan Bennett's ""The History Boys."" I, for one, tremble at the thought of what this young director does for an encore. "
526,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,ReelViews, A masterpiece... The genius of Dr. Strangelove is that it's possible to laugh -- and laugh hard -- while still recognizing the intelligence and insight behind the humor. 
527,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,TV Guide Magazine, The film is a model of barely controlled hysteria in which the absurdity of hypermasculine Cold War posturing becomes devastatingly funny--and at the same time nightmarishly frightening in its accuracy. 
528,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,Austin Chronicle," More lethal than a nuclear waste dump, Kubrick's komedy at least kills us with laughter... It's one of the greatest - and undoubtably the most hilarious - antiwar statements ever put to film. "
529,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,Chicago Sun-Times," Seen after 30 years, Dr. Strangelove seems remarkably fresh and undated - a clear-eyed, irreverant, dangerous satire. And its willingness to follow the situation to its logical conclusion - nuclear annihilation - has a purity that today's lily-livered happy-ending technicians would probably find a way around. "
530,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,Dallas Observer, Kubrick's comic gem sparkles with enduring relevance. 
531,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,Village Voice," The hard-charging originality of the screenplay—the equivalent of turning ""The Hot Zone"" into a Farrelly comedy—suggests a deficient legacy of credit to Terry Southern's corner. "
532,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,100,Boston Globe," Is Dr. Strangelove Kubrick's best movie? Along with ''Paths of Glory,"" absolutely. "
533,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,90,Variety," George C. Scott as the fiery Pentagon general who seizes on the crisis as a means to argue for total annihilation of Russia offers a top performance, one of the best in the film. Odd as it may seem in this backdrop, he displays a fine comedy touch. "
534,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,80,Chicago Reader," Yet some of the laughs come too easy and linger too long; for the film's message to have maximum impact, the laughter has to stick in your throat. "
535,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,70,The New York Times," The ultimate touch of ghoulish humor is when we see the bomb actually going off, dropped on some point in Russia, and a jazzy sound track comes in with a cheerful melodic rendition of ""We'll Meet Again Some Sunny Day."" Somehow, to me, it isn't funny. It is malefic and sick. "
536,Avengers: Infinity War,8.4,90,IGN," Using the strength of its powerful and interesting villain to set the stakes higher than ever, Avengers: Infinity War successfully brings together the past 10 years of Marvel movies into a largely effective cocktail of super-heroic dramatics. "
537,Avengers: Infinity War,8.4,80,The Guardian," Somehow in its pure uproariousness, it works. It’s just a supremely watchable film, utterly confident in its self-created malleable mythology. And confident also in the note of apocalyptic darkness. "
538,Avengers: Infinity War,8.4,80,New York Daily News," The script is surprisingly smart, pulling together all the subplots and cutting among all the locations. Chris Pratt’s Star Lord has some clever lines. Thanos is a far more complex villain than we usually get. And the movie ends on a stark and shocking note. "
539,Avengers: Infinity War,8.4,75,Rolling Stone," Avengers: Infinity War leaves viewers up in the air, feeling exhilarated and cheated at the same time, aching for a closure that never comes ... at least not yet. "
540,Avengers: Infinity War,8.4,75,IndieWire," As a virtuoso juggling act, Infinity War has no real parallel in popular culture; as a movie, it’s an impressive montage of greatest hits until the gut punch of a finale. "
541,Avengers: Infinity War,8.4,75,Entertainment Weekly, What saves Infinity War from being just another bloated supergroup tour – and what will end up being the thing that blows fans’ minds to dust – is the film’s final stretch. 
542,Avengers: Infinity War,8.4,70,TheWrap," Directors Joe and Anthony Russo move their many playing pieces around with as much grace as possible, and they offer up jolts of pleasure throughout. "
543,Avengers: Infinity War,8.4,70,We Got This Covered," Avengers: Infinity War cares a bit too much about being ""Part 1"" and holding enough development for ""Part 2,"" but MCU fans should see their 10-year buildup expectations met - not exceeded, but met. "
544,Avengers: Infinity War,8.4,60,ScreenCrush," I appreciate the sheer logistical achievement of Infinity War (and the chutzpah of its ending). I laughed a bunch of times, and some of the scenes are definitely exciting. But I would be lying if I pretended this movie ever grabbed me the way the best MCU movies did. "
545,Avengers: Infinity War,8.4,50,Slant Magazine, Infinity War is all manic monotony. It's passably numbing in the moment. And despite the hard-luck finish—something an obligatory post-credits sequence goes a long way toward neutering—it's instantly forgettable. 
546,Django Unchained,8.4,100,Boxoffice Magazine," A sharp shock of a film in an Awards season very full of movies so noble they become immobile. It's wildly unlikely to get much love from the Academy, and that's fine-bluntly, it's too good for them. With its bloody stew of history and hysteria, action taken from movies and atrocities taken from fact, Django isn't just a movie only America could make-it's also a movie only America needs to. "
547,Django Unchained,8.4,100,Variety, An immensely satisfying taste of antebellum empowerment packaged as spaghetti-Western homage... A bloody hilarious (and hilariously bloody) Christmas counter-programmer. 
548,Django Unchained,8.4,100,The Guardian," Django Unchained also has the pure, almost meaningless excitement which I found sorely lacking in Tarantino's previous film, Inglourious Basterds, with its misfiring spaghetti-Nazi trope and boring plot. I can only say Django delivers, wholesale, that particular narcotic and delirious pleasure that Tarantino still knows how to confect in the cinema, something to do with the manipulation of surfaces. It's as unwholesome, deplorable and delicious as a forbidden cigarette. "
549,Django Unchained,8.4,80,The Hollywood Reporter," Only Tarantino could come up with such a wild cross-cultural mash, a smorgasbord of ingredients stemming from spaghetti Westerns, German legend, historical slavery, modern rap music, proto-Ku Klux Klan fashion, an assembly of '60s and '70s character actors and a leading couple meant to be the distant forebears of blaxploitation hero John Shaft and make it not only digestible but actually pretty delicious. "
550,Django Unchained,8.4,80,Time Out," Vibrating with the geekery of a filmmaker off the chain, the movie plays like no other this year. Tarantino, steeped in even the smallest Leonean gesture (what's with the weird terrain shifts?), knows how to satisfy fans of scuzzy Italian horse operas and badass superviolence in equal measure. "
551,Django Unchained,8.4,75,IndieWire," At times more in line with ""Blazing Saddles"" than the grimly bawdy qualities that define many bonafide oaters, Django Unchained erupts with a conceptual brilliance from the outset that never fully meshes with its clumsy storyline. Nevertheless, it's a giddy ride. "
552,Django Unchained,8.4,67,Entertainment Weekly," DiCaprio, having a blast, makes Candie the equivalent of Waltz's Nazi in ""Inglourious Basterds"": a racist villain who mesmerizes us by elevating his ideology into a puckishly thought-out vision of the world. Yet Django isn't nearly the film that Inglourious was. "
553,Django Unchained,8.4,63,Slant Magazine," While the rush toward a conventional climax is confusing, and more than a little disappointing, there's an undeniable pleasure that emerges in seeing Tarantino juggle the dynamite of his ideas, even when they prematurely pop off in his face. "
554,Django Unchained,8.4,60,Movieline," The film also comes across like a rough cut that was never looked at as a coherent whole, and some segments that start off as promising become interminable while others feel entirely unnecessary. There's no pressure on or expectation for Tarantino to please anyone other than himself, and the film feels overstuffed with ideas that should have been pruned. "
555,Django Unchained,8.4,42,The Playlist," It's not particularly funny or moving and it's terribly self-indulgent. Flamboyance and cartoonishness rule, there's hardly a moment of genuine emotion, and most overtures in that direction are superficial. As a picture ostensibly about love, revenge and the ugliness of slavery, Django Unchained has almost zero subtext and is a largely soulless bloodbath, in which the history of pain and retribution is coupled carelessly with a cool soundtrack and some verbose dialogue. Though it might just entertain the sh.t out of the less discerning. "
556,The Shining,8.4,100,Chicago Sun-Times," But there is no way, within the film, to be sure with any confidence exactly what happens, or precisely how, or really why. Kubrick delivers this uncertainty in a film where the actors themselves vibrate with unease. "
557,The Shining,8.4,100,Empire," Ostensibly a haunted house story, it manages to traverse a complex world of incipient madness, spectral murder and supernatural visions ...and also makes you jump. "
558,The Shining,8.4,80,The New York Times," Meticulously detailed and never less than fascinating, The Shining may be the first movie that ever made its audience jump with a title that simply says ""Tuesday."" "
559,The Shining,8.4,80,Film Threat," For a supposed mainstream movie, Kubrick’s The Shining isn’t very audience friendly. Half the time you have to guess what the hell is going on, and if you're not familiar with Kubrick's narrative style you’ll be completely lost. "
560,The Shining,8.4,75,Boston Globe," When you sit down to The Shining, you sit down with normal expectations of being diverted, perhaps even being gripped, but not being undermined. But the film undermines you in powerful, inchoate ways. It's a horror story even for people who don't like horror stories - maybe especially for them. [14 Jun 1980, p.1] "
561,The Shining,8.4,70,Salon," Stephen King reportedly loathed the liberties Kubrick and co-writer Diane Johnson took with his story, but King's ur-villain, the emasculated husband from hell, has never been more clearly presented on-screen. "
562,The Shining,8.4,50,Time," It is a daring thing the director has done, this bleaching out of all the cheap thrills, this dashing of all the hopes one brings to what is, after all, advertised as ""a masterpiece of modern horror."" Certainly he has asked much of Nicholson, who must sustain attention in a hugely unsympathetic role, and who responds with a brilliantly crazed performance. "
563,The Shining,8.4,40,Variety," The crazier Nicholson gets, the more idiotic he looks. Shelley Duvall transforms the warm sympathetic wife of the book into a simpering, semi-retarded hysteric. "
564,The Shining,8.4,40,Chicago Reader," Kubrick is after a cool, sunlit vision of hell, born in the bosom of the nuclear family, but his imagery--with its compulsive symmetry and brightness--is too banal to sustain interest, while the incredibly slack narrative line forestalls suspense. "
565,The Shining,8.4,38,The Globe and Mail (Toronto)," Kubrick certainly doesn't fail small. One could fast forget The Shining as an overreaching, multi-levelled botch were it not for Jack Nicholson. Nicholson, one of the few actors capable of getting the audience to love him no matter what he does, is an ideal vehicle for Kubrick. [14 Jun 1980, p.E1] "
566,WALL·E,8.4,100,Village Voice, A film that's both breathtakingly majestic and heartbreakingly intimate. 
567,WALL·E,8.4,100,The Hollywood Reporter," The visual design of Wall-E is arguably Pixar's best. Stanton, who wrote the script with Jim Reardon from a story he concocted with Peter Docter, creates two fantastically imaginative, breathtakingly lit worlds. "
568,WALL·E,8.4,100,Chicago Tribune," While I may argue with the little guy's taste in musicals, it's remarkable to see any film, in any genre, blend honest sentiment with genuine wit and a visual landscape unlike any other. "
569,WALL·E,8.4,100,New York Post," A charming, hilarious robot love story aimed at the entire family. "
570,WALL·E,8.4,100,USA Today," At once futuristic, funny and fantastical. "
571,WALL·E,8.4,89,Austin Chronicle," This is Pixar's finest and most emotionally powerful film yet, and it draws on a wealth of cinematic resources that run the gamut from Chaplin's best to Buster Keaton, Jacques Tati, and even Martin and Lewis. "
572,WALL·E,8.4,88,Chicago Sun-Times," Succeeds at being three things at once: an enthralling animated film, a visual wonderment and a decent science-fiction story. "
573,WALL·E,8.4,88,Charlotte Observer, A potent environmental message wrapped up in an irresistibly cute romance between robots. 
574,WALL·E,8.4,80,Variety," Walks a fine line between the rarefied and the immediately accessible as it explores new territory for animation, yet remains sufficiently crowd-pleasing. "
575,WALL·E,8.4,80,Chicago Reader," The movie's first half is largely free of dialogue, playing like silent comedy, while the second act offers a breathtaking tour of the cosmos. "
576,Mononoke-hime,8.4,100,Chicago Sun-Times, One of the most visually inventive films I have ever seen. 
577,Mononoke-hime,8.4,100,Boston Globe," Its breadth, profundity, and stunningly rendered vision make idealism seem renewed and breathtaking again. "
578,Mononoke-hime,8.4,90,Salon," A big movie for the ages, full to the brim with sympathy, imagination and sheer visual delight. "
579,Mononoke-hime,8.4,88,Chicago Tribune," Rarely does any film, animated or otherwise, immerse you in such a vivid landscape and engage your senses so strongly. "
580,Mononoke-hime,8.4,85,TNT RoughCut," Like a lot of anime, it's overlong and gets way too metaphysical at the end, but ultimately, this is a Princess worth worshipping. "
581,Mononoke-hime,8.4,80,Variety," Exceedingly imaginative, beautifully realized animated epic adventure. "
582,Mononoke-hime,8.4,80,Chicago Reader, The film's storytelling and heartfelt pantheism are both impressive. 
583,Mononoke-hime,8.4,75,USA Today, A must-see for animation fans. 
584,Mononoke-hime,8.4,70,Slate, It's Miyazaki's use of sound--and silence--that takes your breath away 
585,Mononoke-hime,8.4,50,Washington Post, As spectacular as it is dense and as dense as it is colorful and as colorful as it is meaningless and as meaningless as it is long. 
586,Oldeuboi,8.4,100,Chicago Tribune," It's a movie of such jaw-dropping violence, wild improbability and dazzling style it overpowers all resistance. "
587,Oldeuboi,8.4,90,Village Voice," Whatever its oversteps and excesses (I do think Park ran a little amok with the computer gimcrackery), Oldboy has the bulldozing nerve and full-blooded passion of a classic. "
588,Oldeuboi,8.4,88,Rolling Stone," As always with Park Chanwook, you just hold on and let him rip. "
589,Oldeuboi,8.4,88,Premiere," Once the picture gets into Hollywood's bloodstream, it could well prove to be as influential as John Woo's 1989 crime thriller, ""The Killer."" "
590,Oldeuboi,8.4,80,Variety," A wild, intensely cinematic ride into two men's burning desire to get even. "
591,Oldeuboi,8.4,80,The A.V. Club," The result is a powerfully visceral experience that justifies itself almost entirely on surface chops, with striking color composition and a complex sound design that elevates the story to an operatic scale. "
592,Oldeuboi,8.4,75,ReelViews," Regardless of how you look at Oldboy, it's unlike anything you are likely to have seen before. "
593,Oldeuboi,8.4,60,The New Yorker, Oldboy has the fatal air of wanting so desperately to be a cult movie that it forgets to present itself as a coherent one. 
594,Oldeuboi,8.4,50,Entertainment Weekly," Oldboy caused a love-it-or-hate-it stir at Cannes last year, and how could it not: It's an onslaught made to cause a sensation. Consider me simultaneously jolted and depressed. "
595,Oldeuboi,8.4,10,L.A. Weekly," Put simply, in my humble opinion, Oldboy sucks. "
596,The Dark Knight Rises,8.3,100,The Hollywood Reporter," Makes everything in the rival Marvel universe look thoroughly silly and childish. Entirely enveloping and at times unnerving in a relevant way one would never have imagined, as a cohesive whole this ranks as the best of Nolan's trio, even if it lacks -- how could it not? -- an element as unique as Heath Ledger's immortal turn in The Dark Knight. It's a blockbuster by any standard. "
597,The Dark Knight Rises,8.3,100,Total Film," A smart, stirring spectacle that faces down impossible expectations to pull off a hugely satisfying end to business. "
598,The Dark Knight Rises,8.3,100,Empire," With spectacle in abundance and sexiness in (supporting) parts, this is superhero filmmaking on an unprecedented scale. Rises may lack the surprise of Begins or the anarchy of Knight, but it makes up for that in pure emotion. "
599,The Dark Knight Rises,8.3,100,Time," ""The Avengers"" is kid stuff compared with this meditation on mortal loss and heroic frailty. For once a melodrama with pulp origins convinces viewers that it can be the modern equivalent to Greek myths or a Jonathan Swift satire. TDKR is that big, that bitter - a film of grand ambitions and epic achievement. The most eagerly anticipated movie of summer 2012 was worth waiting for. "
600,The Dark Knight Rises,8.3,90,Variety," While The Dark Knight Rises raises the dramatic stakes considerably, at least in terms of its potential body count, it doesn't have its predecessor's breathless sense of menace or its demonic showmanship, and with the exception of one audacious sleight-of-hand twist, the story can at times seem more complicated than intricate. "
601,The Dark Knight Rises,8.3,88,Rolling Stone, The sheer scope of Nolan's vision – with emotion and spectacle thundering across the screen – is staggering. The Dark Knight Rises is the King Daddy of summer movie epics. 
602,The Dark Knight Rises,8.3,80,The Guardian," The Dark Knight Rises may be a hammy, portentous affair but Nolan directs it with aplomb. He takes these cod-heroic, costumed elements and whisks them into a tale of heavy-metal fury, full of pain and toil, surging uphill, across the flyovers, in search of a climax. "
603,The Dark Knight Rises,8.3,75,IndieWire," A spectacular noir epic that's equal parts murky, bloated, flashy and triumphantly cinematic. Four years after Nolan's ""Batman Begins"" sequel ""The Dark Knight"" rattled audiences with a similar audiovisual overload, the new movie falls into the same rhythm and remains viscerally satisfying even when the story falters. "
604,The Dark Knight Rises,8.3,70,Boxoffice Magazine," A fine film in a strong summer, but it lacks the spark that made its immediate predecessor a masterpiece. "
605,The Dark Knight Rises,8.3,60,Time Out," Grand scale or no, this feels like a blockbuster on autopilot more often than not, curiously detached and self-importantly somber even by the director's standards - and without the cerebral heft of his best work. "
606,Aliens,8.3,100,ReelViews," Tautly paced and expertly directed, this roller coaster ride of a motion picture offers a little bit of everything, all wrapped up in a tidy science fiction/action package. "
607,Aliens,8.3,100,Time," For this movie stands to be something its predecessor was not, a megahit. And it deserves to be, for it is a remarkable accomplishment: a sequel that exceeds its predecessor in the reach of its appeal while giving Weaver new emotional dimensions to explore. "
608,Aliens,8.3,100,Empire, Truly great cinema- manages to dodge that 'dodgy sequel' curse with ease. 
609,Aliens,8.3,90,Time Out," There is always an interesting tension in Cameron's work between masculine and feminine qualities. When it finally hits the fan here, we're in for the mother of all battles. "
610,Aliens,8.3,88,Chicago Sun-Times, I'm giving the movie a high rating for its skill and professionalism and because it does the job it says it will do. I am also advising you not to eat before you go to see it. 
611,Aliens,8.3,80,Chicago Reader, Director James Cameron dumps the decorative effects of Ridley Scott's 1979 Alien in favor of some daring narrative strategies and a tight thematic focus. 
612,Aliens,8.3,80,Variety, James Cameron's vault into the big time after scoring with the exploitation actioner The Terminator makes up for lack of surprise with sheer volume of thrills and chills - emphasis is decidedly on the plural aspect of the title. 
613,Aliens,8.3,80,Salon," The startling thing about ""Aliens"" is how obsessed it is with women as child bearers. It's the theme that allows the movie to have all the trappings of a typical science fiction/action movie while creating a primal emotive connection for the audience. "
614,Aliens,8.3,80,The New York Times," Under the direction of James (''The Terminator'') Cameron, [the special effects team has] put together a flaming, flashing, crashing, crackling blow-'em-up show that keeps you popping from your seat despite your better instincts and the basically conventional scare tactics. "
615,Aliens,8.3,80,The Hollywood Reporter," Cameron isn't as concerned with scares or atmosphere, the staples of traditional horror films, as he is with setting up difficult situations for his characters to get out of, leaving audiences deliciously on edge. "
616,American Beauty,8.3,100,Chicago Sun-Times," Spacey, an actor who embodies intelligence in his eyes and voice, is the right choice for Lester Burnham. "
617,American Beauty,8.3,100,TNT RoughCut, A dark comical masterpiece that single-handedly announces the collapse of the American family infrastructure as it exists on the brink of Y2K. 
618,American Beauty,8.3,100,Dallas Observer," It gracefully defies the usual categories, gets under your skin in ways you cannot anticipate, then works its way straight toward the heart. It's far and away the bravest and best movie of the year. "
619,American Beauty,8.3,90,Film.com," Hilarious, slightly sick, and super-edgy ...the acting of its two principals, Annette Bening and Kevin Spacey, is so sublime that it's worth seeing on that grounds alone. "
620,American Beauty,8.3,90,Washington Post," Hilarious, painful and brutally frank. "
621,American Beauty,8.3,83,Portland Oregonian," Though excellent in many ways, American Beauty is, finally, an uneasy mix of assured technique and simplistic satire. "
622,American Beauty,8.3,80,Time, Kevin Spacey (gives) a truly great performance. 
623,American Beauty,8.3,80,L.A. Weekly, Surprises you with a kind of hardheaded romanticism. 
624,American Beauty,8.3,75,Christian Science Monitor, A ruthless dissection of suburban malaise. 
625,American Beauty,8.3,63,San Francisco Examiner, A satire whose dead aim stops wounding - and starts making - stereotypes of white middle-classness. 
626,Coco,8.3,100,The Hollywood Reporter," At every imaginative juncture, the filmmakers (the screenplay is credited to Pixar veteran Molina and Matthew Aldrich) create a richly woven tapestry of comprehensively researched storytelling, fully dimensional characters, clever touches both tender and amusingly macabre, and vivid, beautifully textured visuals. "
627,Coco,8.3,100,The Playlist," Thankfully, Coco, Pixar’s latest original work and one of their very best, truly does transport you. The results are magical and feel somewhat rebellious given the current political climate, which makes the film feel even more special. "
628,Coco,8.3,100,San Francisco Chronicle," Coco is the best-looking Pixar movie since the tonally uneven “The Good Dinosaur.” The colorful afterlife is the centerpiece, but excellence is found in unexpected places. "
629,Coco,8.3,90,TheWrap," If an animated movie is going to offer children a way to process death, it’s hard to envision a more spirited, touching and breezily entertaining example than Coco. "
630,Coco,8.3,90,We Got This Covered," This is a masterpiece of woven ancestral roots and the importance of “familia,” confident in song and poetic in vision. "
631,Coco,8.3,88,Movie Nation," The whole enterprise is amusing, warm and embracing, so much so that English words fall short of perfectly summing up this utterly charming film. Only a Spanish word will do. “Encantada.” "
632,Coco,8.3,80,Variety," In any case, it works: Coco’s creators clearly had the perfect ending in mind before they’d nailed down all the other details, and though the movie drags in places, and features a few too many childish gags...the story’s sincere emotional resolution earns the sobs it’s sure to inspire. "
633,Coco,8.3,70,New York Magazine (Vulture)," One of the films best visual treats are its alebrijes, the colorful fantastical creatures from Mexican folk art, rendered here as electrically colored lizards and gryphons that seem to pop off the screen even without the aid of 3-D. "
634,Coco,8.3,67,IndieWire," Fresh and stale in equal measure, Coco represents the best of what Pixar can be, and the worst of what they’ve become. "
635,Coco,8.3,60,Screen International," In its zeal to pay proper respect to Mexican traditions and to avoid any hint of appropriation, Coco fails to give as much attention to its perfunctory characters or mediocre plotting, resulting in a family film which is reverent rather than inspired. "
636,Das Boot,8.3,100,Chicago Sun-Times, Wolfgang Petersen's direction is an exercise in pure craftsmanship. [Director's Cut] 
637,Das Boot,8.3,100,Los Angeles Times, The most convincing war movie ever made. 
638,Das Boot,8.3,100,The A.V. Club," At once a devastating condemnation of war and an exciting action film...The additional running time only adds to Petersen's masterfully bleak, claustrophobic atmosphere. Das Boot is by no means a pleasant experience, but it's an intelligent and emotionally gripping one that you won't forget. [Director's Cut] "
639,Das Boot,8.3,100,ReelViews," Takes all of the drama and suspense inherent in a submarine-based story and delivers it in a near-perfect package, establishing Das Boot as not just a terrific adrenaline rush, but one of the best movies ever made. [Director's Cut] "
640,Das Boot,8.3,90,Salon, Absolutely devastating filmmaking that makes you simultaneously feel the glory and the absolute futility of war. [Director's Cut] 
641,Das Boot,8.3,89,Austin Chronicle," One of the most suspenseful films of all time, its wartime action setting makes it easy to forget it's also one of the most spiritually righteous. [Director's Cut] "
642,Das Boot,8.3,83,Entertainment Weekly," Sweaty and claustrophobic, exciting and horrifying at the same time, it never lets us forget we're riding aboard a giant, primitive tin can, a hunk of industrial machinery that mingles the illusion of omnipotence with the reality of a floating prison cell. [Director's Cut] "
643,Das Boot,8.3,75,The Globe and Mail (Toronto)," As torpedoes shoot through the seas and depth charges pass by, carrying their whining cargo of destruction, Das Boot brings the presence of death to within a whisper of the eardrum. "
644,Das Boot,8.3,75,San Francisco Chronicle," A visually spectacular film, distinguished by strong performances and brilliant Steadicam photography that snakes through the U-boat as its patrols the North Atlantic during World War II. [Director's Cut] "
645,Das Boot,8.3,60,Chicago Reader," The film has no qualities beyond its formal polish--and its careful avoidance (or rather, displacement) of the moral and political issues involved can seem too crafty, too convenient. "
646,Citizen Kane,8.3,100,The Hollywood Reporter," Citizen Kane is a great motion picture. Great in that it was produced by a man who had never had any motion picture experience; great because he cast it with people who had never faced a camera in a motion picture production before; great in the manner of its story-telling, in both the writing of that story and its unfolding before a camera; great in that its photographic accomplishments are the highlights of motion picture photography to date, and finally great, because technically, it is a few steps ahead of anything that has been made in pictures before. "
647,Citizen Kane,8.3,100,Chicago Sun-Times," Its surface is as much fun as any movie ever made. Its depths surpass understanding. I have analyzed it a shot at a time with more than 30 groups, and together we have seen, I believe, pretty much everything that is there on the screen. The more clearly I can see its physical manifestation, the more I am stirred by its mystery. "
648,Citizen Kane,8.3,100,New York Daily News," Welles displays touches of genius in the handling of his story. His cast, made up of players from his Mercury Theatre group, respond like sensitive musicians to the movements of the conductor’s baton. "
649,Citizen Kane,8.3,100,ReelViews," While I acknowledge that Kane is a seminal masterpiece, I don't think it's the greatest motion picture of all time. Even so, there's no denying the debt that the movie industry owes to Welles and his debut feature. Motion picture archives and collections across the world would be poorer without copies of this film, which will forever be recognized as a defining example of American cinema. "
650,Citizen Kane,8.3,100,Empire, The sheer audacity and delight Welles takes in flouting conventions and inventing new ones is what keeps it fresh. 
651,Citizen Kane,8.3,100,Variety, It happens to be a first-class film of potent importance to the art of motion pictures...a triumph for Orson Welles. 
652,Citizen Kane,8.3,100,The New York Times," In spite of some disconcerting lapses and strange ambiguities in the creation of the principal character, Citizen Kane is far and away the most surprising and cinematically exciting motion picture to be seen here in many a moon. As a matter of fact, it comes close to being the most sensational film ever made in Hollywood. "
653,Citizen Kane,8.3,100,Time," It is a work of art created for grown people by grown people...Orson Welles treats the audience like a jury, calling up the witnesses, letting them offer the evidence, injecting no opinions of his own. He merely sees that their stories are told with absorbing clarity. Unforgettable are such scenes as the spanning of Kane's first marriage in a single conversation, the silly immensity of the castle halls which echo the flat whines of Susan. "
654,Citizen Kane,8.3,100,Slant Magazine," I still stare at it, amazed and entertained, but dwarfed by the very idea of attempting to untangle the crow’s nest that has formed through the film’s ever-expanding histories. And what continuously stupefies me is that time works no miracles on this particular film: Scenes remain familiar, but the narrative seems to shift every time I return to it. "
655,Citizen Kane,8.3,100,The Guardian," Sublime moments, of which the most extraordinary must still be Everett Sloane, playing Kane's former business manager Mr Bernstein, remembering the girl in the white dress on the Jersey ferry: ""I only saw her for one second and she didn't see me at all – but I'll bet a month hasn't gone by since that I haven't thought of that girl."" I'll bet a week hasn't gone by when I haven't thought about that line and pictured the girl so clearly that she has become a false memory of the movie itself. "
656,Braveheart,8.3,100,ReelViews," Offeris an exhilarating, and occasionally touching, experience that has viewers leaving the theater caught up in an afterglow of wonder. These days, heros like William Wallace are as rare as motion picture displays of this high, uncompromising quality. "
657,Braveheart,8.3,100,The New York Times, One of the most spectacular entertainments in years. 
658,Braveheart,8.3,80,Newsweek, Looks like a true epic...even if it is both bloody and bloody long. 
659,Braveheart,8.3,75,The Globe and Mail (Toronto)," Despite a formidable effort and occasional grace, there's something cowardly about Braveheart -- it's an aspiring giant with a diminutive soul. "
660,Braveheart,8.3,70,Film.com," Gibson's raw energy and storytelling power in Braveheart are undeniable. If the film doesn't meet his ambitions, it's because he set the bar so high. "
661,Braveheart,8.3,70,Film.com," The graphic battles may grow repetitious toward the end, the final scenes are almost sadistically drawn out, and the script often lacks humor. But this movie moves. "
662,Braveheart,8.3,60,Los Angeles Times," Never tries to confuse our loyalties or question the strategies of our hero or bring home the all-embracing soul-destroying horrors of war for all sides. Braveheart may be rip-roaring, but it isn't all that brave. "
663,Braveheart,8.3,60,TV Guide Magazine," A massive, sweaty, frequently silly epic that nevertheless delivers enough brute pleasure to pass a rainy afternoon. "
664,Braveheart,8.3,30,Time," Braveheart is too much, too late. "
665,Braveheart,8.3,20,Washington Post, A rambling disappointment. 
666,Vertigo,8.3,100,Chicago Sun-Times," Vertigo, which is one of the two or three best films Hitchcock ever made, is the most confessional, dealing directly with the themes that controlled his art. "
667,Vertigo,8.3,100,The Guardian," All great art has within it some irreducible, inexplicable element, beyond its cleverness and craft. Such is the hold Vertigo has. This strange, frustrating story of a haunted pervert, Hitchcock's Byronic opus, still evades capture, and refuses to be something it's not. "
668,Vertigo,8.3,100,The New Yorker," Vertigo is one of the great movies about movies, and about Hitchcock’s own way with them. "
669,Vertigo,8.3,100,The Telegraph," Profound, penetrating and unfathomable rather than (quite) perfectly formed art. Vertigo pioneered that camera effect, known as the dolly zoom, whereby the viewer (the point of view is always Stewart’s) appears to fall into an infinite abyss while remaining quite still...The film itself is that abyss, and we’re still falling into it and for it. "
670,Vertigo,8.3,100,The Guardian," Vertigo also combines in an almost unique balance Hitchcock’s brash flair for psychological shocks with his elegant genius for dapper stylishness. Like Psycho, it ends in an “o”, or maybe “oh!” The ancient house adjoining the Bates motel in Psycho certainly has an unearthly similarity to San Francisco’s creepy old McKitterick Hotel in Vertigo. [Rerelease] "
